,id,manufacturer,company_location,year_reviewed,bar_name,cocoa_percent,rating
1370,1562,Letterpress,U.S.A.,2015,Beniamo,70.0,3.25
1371,1566,Letterpress,U.S.A.,2015,"La Red, Guaconejo",70.0,3.25
1372,1562,Letterpress,U.S.A.,2015,"San Juan Estate, Gran Couva",70.0,3.5
1373,1566,Letterpress,U.S.A.,2015,Kokoa Kamili,70.0,3.5
1374,1728,Letterpress,U.S.A.,2016,Liberia,70.0,3.25
1375,1952,Letterpress,U.S.A.,2017,"Maya Mtn, Batch 18, Heirloom",70.0,3.25
1376,1952,Letterpress,U.S.A.,2017,"La Masica, Batch 7, FHIA",70.0,3.5
1377,1984,Letterpress,U.S.A.,2017,Ucayali,70.0,4.0
1378,2122,Letterpress,U.S.A.,2018,Ashanti,70.0,3.75
1379,2338,Letterpress,U.S.A.,2019,"Bachelor's Hall, batch 0001",70.0,3.25
1380,2442,Letterpress,U.S.A.,2019,"Tranquilidad, beniano",70.0,3.25
1381,2562,Letterpress,U.S.A.,2021,"Satocao, limited ed., batch 2",70.0,3.5
1382,2562,Letterpress,U.S.A.,2021,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70.0,3.75
1383,1231,Levy,Finland,2014,Sambirano,71.0,3.5
1384,1856,Lilla,Finland,2016,Madagascar,70.0,3.0
1385,947,Lillie Belle,U.S.A.,2012,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.75
1386,947,Lillie Belle,U.S.A.,2012,"The Other One, Grand Cru",74.0,3.0
1387,855,Lillie Belle,U.S.A.,2012,Perfect Illusion,65.0,3.5
1388,903,Lillie Belle,U.S.A.,2012,"Bolivia, Wild Thing",68.0,3.5
1389,947,Lillie Belle,U.S.A.,2012,Wild Thing,68.0,3.5
1390,903,Lillie Belle,U.S.A.,2012,La Selva,68.0,3.75
1391,157,Lindt & Sprungli,Switzerland,2007,Excellence (US Version),85.0,3.0
1392,2538,Lirio,U.S.A.,2020,"Gola Rainforest, batch 920",72.0,2.5
1393,2538,Lirio,U.S.A.,2020,"Anamalai, batch 970",72.0,3.0
1394,2538,Lirio,U.S.A.,2020,"Tien Giang, batch 970",72.0,3.0
1395,1049,Loiza,Puerto Rico,2013,Puerto Rico,65.0,2.5
1396,1093,Lonohana,U.S.A.,2013,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,3.0
1397,1097,Lonohana,U.S.A.,2013,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,3.0
1398,1097,Lonohana,U.S.A.,2013,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,3.5
1399,1395,Lonohana,U.S.A.,2014,"O'ahu Island, Haleiwa E, 2014",65.0,3.25
1400,1383,Lonohana,U.S.A.,2014,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,3.75
1401,1395,Lonohana,U.S.A.,2014,"O'ahu Island, Haleiwa E, 2014",75.0,3.75
1402,2590,Loon,U.S.A.,2021,Alto Beni,70.0,2.75
1403,2586,Loon,U.S.A.,2021,Maya Mountain,75.0,3.0
1404,1502,Love Bar,U.S.A.,2015,Nicaragua,75.0,2.0
1405,2194,Love Brown,Taiwan,2018,Medalla,75.0,2.5
1406,2194,Love Brown,Taiwan,2018,Sumatra,70.0,3.0
1407,2198,Love Brown,Taiwan,2018,O'Payo,80.0,3.25
1408,2198,Love Brown,Taiwan,2018,Chuno,78.0,3.5
1409,1976,Luisa Abram,Brazil,2017,"Rio Purus, 2016 Harvest",81.0,3.25
1410,2238,Luisa Abram,Brazil,2018,"Rio Acara, Wild Amazon",70.0,3.0
1411,2692,Luisa Abram,Brazil,2021,Wild Jurua (limited edition for Caputo's),70.0,3.25
1412,2518,Luisa's Vegan,U.K.,2020,Karkar Island,72.0,3.25
1413,552,Luker,Colombia,2010,"Selva, Colombia, Ecuador",46.0,2.75
1414,552,Luker,Colombia,2010,"Macondo, Colombia, Ecuador",60.0,3.0
1415,552,Luker,Colombia,2010,"Misterio, Colombia, Ecuador",58.0,3.0
1416,552,Luker,Colombia,2010,Santander,65.0,3.5
1417,2506,Lumineux,U.S.A.,2020,"Kerala State, GoGround, batch 88",72.0,3.0
1418,2502,Lumineux,U.S.A.,2020,"Bejofo E., Sambirano, batch 115",73.0,3.25
1419,2502,Lumineux,U.S.A.,2020,"Kilombero Valley, batch 74",75.0,3.25
1420,2506,Lumineux,U.S.A.,2020,"Semuliki Forest, Latitude Trading Co, batch 100",68.0,3.25
1421,2506,Lumineux,U.S.A.,2020,"Cote d'Ivoire, batch 83",67.0,3.5
1422,552,Machu Picchu Trading Co.,Peru,2010,Peru,55.0,2.25
1423,721,Machu Picchu Trading Co.,Peru,2011,Peru,70.0,1.5
1424,2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,75.0,2.5
1425,2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,75.0,2.75
1426,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,67.0,3.5
1427,288,Madecasse (Cinagra),Madagascar,2008,Madagascar,75.0,3.5
1428,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,70.0,3.75
1429,284,Madecasse (Cinagra),Madagascar,2008,Madagascar,63.0,4.0
1430,2664,Madhu,U.S.A.,2021,Tumaco,70.0,2.5
1431,607,Madre,U.S.A.,2010,"Chiapas, Triple Cacao",72.0,2.75
1432,672,Madre,U.S.A.,2011,Dominican,70.0,2.5
1433,693,Madre,U.S.A.,2011,Upala,70.0,2.75
1434,991,Madre,U.S.A.,2012,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,3.25
1435,995,Madre,U.S.A.,2012,"Criollo, Hawaii",70.0,3.25
1436,995,Madre,U.S.A.,2012,Kaua'i Island,70.0,3.5
1437,1085,Madre,U.S.A.,2013,Puerto Rico,70.0,2.75
1438,1089,Madre,U.S.A.,2013,"Hawai'i Island, Choobua, Kona",70.0,2.75
1439,1089,Madre,U.S.A.,2013,"Xocunusco, Chiapas, Pichucalco",70.0,2.75
1440,1085,Madre,U.S.A.,2013,Brazil,70.0,3.5
1441,1940,Madre,U.S.A.,2017,Guadalcanal,73.0,3.5
1442,300,Maglio,Italy,2008,Africa,75.0,2.0
1443,308,Maglio,Italy,2008,Ecuador,70.0,3.0
1444,308,Maglio,Italy,2008,Cuba,70.0,3.25
1445,308,Maglio,Italy,2008,Santo Domingo,70.0,3.75
1446,531,Majani,Italy,2010,Ecuador,70.0,2.0
1447,184,Malagasy (Chocolaterie Robert),Madagascar,2007,Sambirano 2006,75.0,2.75
1448,184,Malagasy (Chocolaterie Robert),Madagascar,2007,Mora Mora 2006,73.0,3.5
1449,1121,Malagos,Philippines,2013,"Davao, Mt. Talamo foothills",65.0,3.5
1450,2226,Malai,Thailand,2018,Chantaburi,70.0,2.75
1451,311,Malie Kai (Guittard),U.S.A.,2009,"O'ahu Island, N. Shore, Waialua Estate",55.0,2.75
1452,502,Malie Kai (Guittard),U.S.A.,2010,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,3.5
1453,1856,Malmo,Sweden,2016,Chuao,70.0,3.0
1454,821,Mana,U.S.A.,2012,Conacado,74.0,3.75
1455,1219,Mana,U.S.A.,2014,Peru,74.0,2.5
1456,1219,Mana,U.S.A.,2014,Venezuela,74.0,2.75
1457,1446,Mana,U.S.A.,2015,"Ecuador, batch 1212",74.0,2.5
1458,1331,Manifesto Cacao,Colombia,2014,Colombia,70.0,2.75
1459,1007,Manoa,U.S.A.,2012,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75
1460,1007,Manoa,U.S.A.,2012,"Piura, batch 173",72.0,3.0
1461,1003,Manoa,U.S.A.,2012,"Liberia, batch 174",72.0,3.25
1462,1007,Manoa,U.S.A.,2012,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25
1463,1089,Manoa,U.S.A.,2013,"O'ahu Island, Waiahole, b. 182",72.0,3.75
1464,1522,Manoa,U.S.A.,2015,Markham Valley,72.0,3.5
1465,1522,Manoa,U.S.A.,2015,Coto Brus,72.0,3.75
1466,2032,Manoa,U.S.A.,2017,Ucayali,70.0,3.25
1467,2442,Manoa,U.S.A.,2019,"Hawai'i Island, Hilo and Kona regions",70.0,3.5
1468,871,Manufaktura Czekolady,Poland,2012,Grand Cru Dominican Republic,70.0,3.25
1469,875,Manufaktura Czekolady,Poland,2012,Grand Cru Ecuador,70.0,3.25
1470,871,Manufaktura Czekolady,Poland,2012,Grand Cru Ghana,70.0,3.5
1471,1279,Manufaktura Czekolady,Poland,2014,Kolumbia,85.0,3.5
1472,1255,Manufaktura Czekolady,Poland,2014,Porcelana,70.0,3.75
1473,1848,Manufaktura Czekolady,Poland,2016,Peru,70.0,3.5
1474,1844,Manufaktura Czekolady,Poland,2016,Johe,70.0,3.75
1475,1606,Map Chocolate,U.S.A.,2015,"San Juan Estate, Cherry Blossoms at Night",70.0,2.75
1476,1610,Map Chocolate,U.S.A.,2015,Colombia,75.0,2.75
1477,1610,Map Chocolate,U.S.A.,2015,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0
1478,1474,Map Chocolate,U.S.A.,2015,"ROIG, 2014",70.0,3.5
1479,1474,Map Chocolate,U.S.A.,2015,"Maranon, 2014",62.0,3.5
1480,1478,Map Chocolate,U.S.A.,2015,Ecuador,70.0,3.5
1481,1606,Map Chocolate,U.S.A.,2015,"A case of the Xerces Blues, triple roast",70.0,3.5
1482,1606,Map Chocolate,U.S.A.,2015,"Tumbes, Dear Mr. Finley, 2014",68.0,3.5
1483,1634,Map Chocolate,U.S.A.,2015,Le Chocolat Chaud,78.0,3.5
1484,1896,Map Chocolate,U.S.A.,2016,"Ben Tre, Surprise Valley",75.0,3.25
1485,1956,Map Chocolate,U.S.A.,2017,"Lam Dong, ""Red Poppy""",73.0,3.0
1486,2262,Map Chocolate,U.S.A.,2018,"""Peace of Wild Things""",72.0,3.0
1487,2262,Map Chocolate,U.S.A.,2018,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.25
1488,2040,Map Chocolate,U.S.A.,2018,Zorzal Reserve,72.0,3.5
1489,1884,Marana,Peru,2016,Cusco,70.0,2.75
1490,2610,Marana,Peru,2021,"San Martin, Allima coop",80.0,3.25
1491,2610,Marana,Peru,2021,"Piura, Norandino coop, cacao blanco",70.0,3.5
1492,2598,Maribea,U.S.A.,2021,Tabasco,72.0,2.75
1493,2598,Maribea,U.S.A.,2021,"Alto Beni, Walikewa",72.0,2.75
1494,2598,Maribea,U.S.A.,2021,"Bahia, Catongo",72.0,3.25
1495,1808,Marigold's Finest,Canada,2016,Cacao Nib Crunch,75.0,3.25
1496,2158,Markham & Fitz,U.S.A.,2018,"Pisa, batch 58",75.0,2.75
1497,895,Marou,Vietnam,2012,Tien Giang,80.0,3.0
1498,845,Marou,Vietnam,2012,Ba Ria,76.0,3.5
1499,845,Marou,Vietnam,2012,Dong Nai,72.0,3.5
1500,845,Marou,Vietnam,2012,"Tien Giang, Gao Co-op",70.0,3.5
1501,849,Marou,Vietnam,2012,Ben Tre,78.0,3.5
1502,955,Marou,Vietnam,2012,Lam Dong,74.0,3.5
1503,1149,Marou,Vietnam,2013,"Tan Phu Dong, Treasure Island",75.0,3.5
1504,1650,Marou,Vietnam,2015,"Tan Phu Dong Island, Heart of Darkness",85.0,3.25
1505,1650,Marou,Vietnam,2015,Ben Tre,68.0,3.5
1506,1650,Marou,Vietnam,2015,"Dak Lak, Batch 2451",70.0,3.75
1507,2258,Marou,Vietnam,2018,"Dak Nong, Tam Farm",75.0,3.5
1508,537,Mars,U.S.A.,2010,"Matina 1-6, prototype",65.0,3.0
1509,544,Mars,U.S.A.,2010,"Ivory Coast, prototype",65.0,3.0
1510,544,Mars,U.S.A.,2010,"Nigeria, prototype",65.0,3.25
1511,544,Mars,U.S.A.,2010,"Ghana, prototype",65.0,3.5
1512,1189,Marsatta,U.S.A.,2013,Dominican Republic,74.0,2.25
1513,1189,Marsatta,U.S.A.,2013,Dominican Republic,89.0,2.5
1514,1836,Martin Mayer,Austria,2016,Alto Beni,76.0,2.75
1515,1836,Martin Mayer,Austria,2016,Pisa,82.0,3.0
1516,1836,Martin Mayer,Austria,2016,Tumaco,74.0,3.25
1517,572,Mast Brothers,U.S.A.,2010,Patanemo,81.0,2.75
1518,572,Mast Brothers,U.S.A.,2010,Ocumare de la Costa,75.0,3.0
1519,572,Mast Brothers,U.S.A.,2010,"Dominican Republic, Coop",70.0,3.25
1520,713,Mast Brothers,U.S.A.,2011,"Chuao, Light Roast",81.0,2.75
1521,777,Mast Brothers,U.S.A.,2011,Papua New Guinea,71.0,2.75
1522,701,Mast Brothers,U.S.A.,2011,"Chuao, Med. Roast",76.0,3.0
1523,709,Mast Brothers,U.S.A.,2011,"Chuao, Dark Roast",70.0,3.0
1524,777,Mast Brothers,U.S.A.,2011,San Martin,75.0,3.0
1525,777,Mast Brothers,U.S.A.,2011,Conacado,73.0,3.25
1526,672,Mast Brothers,U.S.A.,2011,Brooklyn Blend,72.0,3.5
1527,773,Mast Brothers,U.S.A.,2011,Moho River,70.0,3.5
1528,777,Mast Brothers,U.S.A.,2011,"La Red de Guanconejo, N. Highlands coop",74.0,3.75
1529,999,Mast Brothers,U.S.A.,2012,Madagascar,72.0,2.5
1530,999,Mast Brothers,U.S.A.,2012,Chuao,73.0,2.75
1531,959,Mast Brothers,U.S.A.,2012,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,3.5
1532,1359,Mast Brothers,U.S.A.,2014,"French Laundry 20th Anniversary, Peru, Belize",75.0,3.75
1533,1450,Mast Brothers,U.S.A.,2015,Guatemala,76.0,3.0
1534,1450,Mast Brothers,U.S.A.,2015,Tanzania,74.0,3.25
1535,1177,Matale,Australia,2013,"Malekula P., 2013",72.0,3.5
1536,1181,Matale,Australia,2013,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.75
1537,1177,Matale,Australia,2013,"Somia, 2013",68.0,4.0
1538,1177,Matale,Australia,2013,"Kulili P., 2013",74.0,4.0
1539,2704,Maui Kuia,U.S.A.,2021,"Kuia Estate, Hawaii, lot 083122",70.0,3.5
1540,1367,Maverick,U.S.A.,2014,Maya Mountain,70.0,3.25
1541,1367,Maverick,U.S.A.,2014,Elvesia,70.0,3.25
1542,1430,Maverick,U.S.A.,2014,Tumbes,82.0,3.25
1543,1430,Maverick,U.S.A.,2014,"Morropon, Norandiono Coop, Piura",63.0,3.5
1544,2482,Maverick,U.S.A.,2020,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0
1545,2486,Maverick,U.S.A.,2020,"Dak Nong, Marou Cacao",75.0,3.0
1546,2482,Maverick,U.S.A.,2020,"Akesson P., Sambirano",65.0,3.25
1547,1728,Mayacama,U.S.A.,2016,Hispaniola,72.0,3.0
1548,2474,McGuire,Canada,2020,"Cahabon E., ""Adioesmac""",70.0,2.5
1549,2478,McGuire,Canada,2020,"Maya Mountain, Toledo",70.0,3.25
1550,1287,Meadowlands,U.S.A.,2014,Bolivia,70.0,2.5
1551,1287,Meadowlands,U.S.A.,2014,Venezuela,70.0,2.75
1552,1287,Meadowlands,U.S.A.,2014,Belize,70.0,3.0
1553,1291,Meadowlands,U.S.A.,2014,"Nicaragua, w/ inbs",70.0,3.0
1554,1291,Meadowlands,U.S.A.,2014,Dominican Republic,70.0,3.5
1555,2362,Mellow,Denmark,2019,"Camino Verde, Duran Region",85.0,2.5
1556,2362,Mellow,Denmark,2019,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.75
1557,2362,Mellow,Denmark,2019,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,3.25
1558,2362,Mellow,Denmark,2019,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,3.25
1559,837,Menakao (aka Cinagra),Madagascar,2012,Madagascar,80.0,2.5
1560,841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,72.0,2.5
1561,1347,Mesocacao,Honduras,2014,Honduras,80.0,3.25
1562,1351,Mesocacao,Honduras,2014,"La Tronca, Matagalpa",70.0,3.25
1563,1347,Mesocacao,Honduras,2014,Honduras,70.0,3.5
1564,1351,Mesocacao,Honduras,2014,"La Tronca, Matagalpa",80.0,3.5
1565,1494,Mesocacao,Honduras,2015,El Salvador,80.0,2.75
1566,1494,Mesocacao,Honduras,2015,El Salvador,70.0,3.0
1567,2250,Mestico,Brazil,2018,"Fazenda Bonanca, Bahia",75.0,2.5
1568,1267,Metiisto,Sweden,2014,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,3.0
1569,1267,Metiisto,Sweden,2014,"Akesson Estate, batch 10",72.0,3.5
1570,2166,Metiisto,Australia,2018,"Patovaki, Paspaskato Is",72.0,3.25
1571,2170,Metiisto,Australia,2018,Tenaru,67.0,3.75
1572,1688,Metropolitan,Amsterdam,2015,South America,70.0,3.5
1573,2210,Meybol,Germany,2018,Piura Blanco,70.0,3.5
1574,24,Michel Cluizel,France,2006,Carre Amer,60.0,2.0
1575,24,Michel Cluizel,France,2006,Carre Grand Noir,85.0,2.0
1576,81,Michel Cluizel,France,2006,Noir Infini,99.0,2.0
1577,24,Michel Cluizel,France,2006,Tamarina,70.0,3.0
1578,24,Michel Cluizel,France,2006,Los Ancones P.,67.0,3.75
1579,24,Michel Cluizel,France,2006,Mangaro P.,65.0,3.75
1580,24,Michel Cluizel,France,2006,Maralumi P.,64.0,3.75
1581,117,Michel Cluizel,France,2007,"Carenero Superior, Concepcion",66.0,3.5
1582,135,Michel Cluizel,France,2007,Vila Gracinda,67.0,3.5
1583,963,Michel Cluizel,France,2012,"Chiapas, Mokaya P.",66.0,3.75
1584,2020,Michel Cluizel,France,2017,El Jardin,69.0,3.25
1585,2270,Michel Cluizel,France,2019,Riachuelo Plantation,70.0,3.0
1586,2438,Michel Cluizel,France,2019,La Laguna Plantation,70.0,3.5
1587,887,Middlebury,U.S.A.,2012,Houseblend,65.0,1.5
1588,887,Middlebury,U.S.A.,2012,Alto Beni,75.0,2.0
1589,887,Middlebury,U.S.A.,2012,"Balinese, Java",70.0,2.5
1590,1117,Middlebury,U.S.A.,2013,La Red,75.0,2.5
1591,1117,Middlebury,U.S.A.,2013,Belize,80.0,3.25
1592,1538,Middlebury,U.S.A.,2015,Kokoa Kamili,75.0,3.25
1593,1490,Middlebury,U.S.A.,2015,Maya Mountain,80.0,3.5
1594,1490,Middlebury,U.S.A.,2015,San Juan Estate,70.0,3.5
1595,1538,Middlebury,U.S.A.,2015,"Matagalpa, Cacao Bisiesto",70.0,3.5
1596,1490,Middlebury,U.S.A.,2015,Oko Caribe,75.0,3.75
1597,1490,Middlebury,U.S.A.,2015,"Patanemo, Epoch, Donaldo",75.0,3.75
1598,2112,Mike & Becky,Belgium,2018,"Oko Caribe, hispaniola, 2017 harvest",70.0,3.0
1599,2112,Mike & Becky,Belgium,2018,Idukki,70.0,3.25
1600,2114,Mike & Becky,Belgium,2018,"Maranon, 2017 harvest",70.0,3.25
1601,2112,Mike & Becky,Belgium,2018,"San Jose, Toledo, 2017 harvest",70.0,3.5
1602,825,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,70.0,3.5
1603,1073,Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,70.0,2.5
1604,2346,Millesime,Belgium,2019,"Los Rios, Arriba, 2017 Harvest",70.0,3.0
1605,2346,Millesime,Belgium,2019,"Kaithapara Village, Idukki, Kerala, 2017 H.",74.0,3.0
1606,2346,Millesime,Belgium,2019,"Fazenda Leolinad, Bahia, 2017 H.",76.0,3.0
1607,2566,Millesime,Belgium,2021,Bocas del Toro,75.0,2.75
1608,2570,Millesime,Belgium,2021,Kaithapara,74.0,3.0
1609,2570,Millesime,Belgium,2021,Kilombero Valley,90.0,3.0
1610,2214,Milton,Japan,2018,Bahia,70.0,3.0
1611,2214,Milton,Japan,2018,Ben Tre,70.0,3.25
1612,2210,Milton,Japan,2018,Ambanja,70.0,3.5
1613,2214,Milton,Japan,2018,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70.0,3.75
1614,607,Mindo,U.S.A.,2010,Ecuador,77.0,2.75
1615,2382,Mindo,U.S.A.,2019,"Ecuador, lot# 181220",67.0,2.75
1616,1920,Minimal,Japan,2016,"Acul-du-Nord, 2015",70.0,3.5
1617,1960,Mirzam,U.A.E.,2017,Papua New Guinea,72.0,3.0
1618,1960,Mirzam,U.A.E.,2017,Madagascar,72.0,3.25
1619,1960,Mirzam,U.A.E.,2017,India,65.0,3.5
1620,1960,Mirzam,U.A.E.,2017,Vietnam,65.0,3.5
1621,2370,Mirzam,U.A.E.,2019,Kokoa Kamili,72.0,3.75
1622,2458,Misina,Czech Republic,2020,Vietnam,70.0,3.5
1623,1626,Mission,Brazil,2015,"Bahia, Fazenda Venturosa",70.0,3.5
1624,1880,Mission,Brazil,2016,"Fazenda Camboa, Bahia",75.0,3.75
1625,2354,Mission,Brazil,2019,"Puerto Rico, 2018 harvest",70.0,3.0
1626,955,Mita,Colombia,2012,Tumaco,65.0,2.5
1627,607,Moho,U.S.A.,2010,"Umoho R., Toledo District, San Felipe",67.0,2.75
1628,1030,Moho,U.S.A.,2013,Toledo District,72.0,3.0
1629,1026,Moho,U.S.A.,2013,"Toledo District, w/ nibs",73.0,3.25
1630,2198,Moka Origins,U.S.A.,2018,Brazil,72.0,2.5
1631,2170,Moka Origins,U.S.A.,2018,"Kombone Village, 2018 Harvest",68.0,3.0
1632,2350,Moka Origins,U.S.A.,2019,Gola Rainforest,72.0,3.0
1633,2338,Moka Origins,U.S.A.,2019,Zorzal Estate,70.0,3.5
1634,2450,Moka Origins,U.S.A.,2019,Kokoa Kamili,72.0,3.75
1635,2648,Moku,U.S.A.,2021,"Bejofo, batch 7",70.0,2.75
1636,2652,Moku,U.S.A.,2021,"Zorzal, batch 8",70.0,3.25
1637,1618,Molucca,U.S.A.,2015,Indonesia,70.0,2.75
1638,1614,Molucca,U.S.A.,2015,La Red,70.0,3.0
1639,1618,Molucca,U.S.A.,2015,Peru,70.0,3.25
1640,661,Momotombo,Nicaragua,2011,Matagalpa,70.0,2.75
1641,661,Momotombo,Nicaragua,2011,Mombacho,70.0,2.75
1642,2142,Momotombo,Nicaragua,2018,Nueva Waslala,70.0,3.25
1643,1812,Monarque,Canada,2016,Oko Caribe,72.0,3.5
1644,2680,Monarque,Canada,2021,"Kablon, lot 07 (made for Etat de Choc)",76.0,3.5
1645,1391,Monsieur Truffe,Australia,2014,Papaua New Guinea,70.0,3.25
1646,2222,Monsoon,U.S.A.,2018,Chiapas,70.0,3.25
1647,2656,Monsoon,U.S.A.,2021,"Ucayali, batch 9",72.0,3.5
1648,2542,Monsoon,U.S.A.,2021,"Esmeraldas, batch 9",75.0,3.75
1649,1654,Montecristi,Ecuador,2015,Manabi,70.0,3.25
1650,1654,Montecristi,Ecuador,2015,Manabi,63.0,3.5
1651,1658,Montecristi,Ecuador,2015,Manabi,85.0,3.5
1652,2490,MUCHO,Mexico,2020,"Finca La Rioja E., Cacahoatan, Chiapas",70.0,3.0
1653,1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,70.0,3.5
1654,1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,80.0,3.5
1655,2190,Musee du Chocolat Theobroma,Japan,2018,Chuao,70.0,3.5
1656,1896,Mutari,U.S.A.,2016,"Oko Caribe, batch 1 SRB",71.0,2.75
1657,1896,Mutari,U.S.A.,2016,"Kokoa Kamili, batch 1 SRB",68.0,2.75
1658,1900,Mutari,U.S.A.,2016,"Ambanja, batch 1 SRB",68.0,2.75
1659,1900,Mutari,U.S.A.,2016,"Tien Giang, batch 1 SRB",80.0,3.0
1660,1049,Nahua,Costa Rica,2013,"Costa Rica, Oscuro",58.0,2.5
1661,1049,Nahua,Costa Rica,2013,"Costa Rica, Oscuro",70.0,3.0
1662,867,Naive,Lithuania,2012,Grenada,71.0,2.5
1663,1046,Naive,Lithuania,2013,Trinidad & Tobago,70.0,3.75
1664,1133,Naive,Lithuania,2013,"Maranon Canyon, Fortunato No. 4",78.0,3.75
1665,1399,Naive,Lithuania,2014,"Chuao, lot 0077",75.0,2.75
1666,1399,Naive,Lithuania,2014,"Barinas, lot 0077",70.0,3.0
1667,1379,Naive,Lithuania,2014,Nicaragua,70.0,3.25
1668,2458,Naive,Lithuania,2019,"Rugoso, nanolot for Cacao Review",67.0,2.75
1669,2418,Naive,Lithuania,2019,"Finca Concepcion, nano-lot",70.0,3.25
1670,1007,Nanea,U.S.A.,2013,Criollo Blend,85.0,3.5
1671,1403,Nathan Miller,U.S.A.,2014,Peru,72.0,2.25
1672,1403,Nathan Miller,U.S.A.,2014,Hispaniola,70.0,2.5
1673,1403,Nathan Miller,U.S.A.,2014,Madagascar,73.5,2.5
1674,1403,Nathan Miller,U.S.A.,2014,Ghana,70.0,3.5
1675,2060,Nearynogs,Ireland,2018,"Hispaniola, batch 170308",70.0,3.25
1676,15,Neuhaus (Callebaut),Belgium,2006,West Africa,73.0,2.0
1677,15,Neuhaus (Callebaut),Belgium,2006,Sao Tome,75.0,2.75
1678,24,Neuhaus (Callebaut),Belgium,2006,Ocumare,71.0,3.0
1679,135,Neuhaus (Callebaut),Belgium,2007,Dark,73.0,1.0
1680,230,Neuhaus (Callebaut),Belgium,2008,Manickchand Estate,67.0,3.75
1681,531,Neuhaus (Callebaut),Belgium,2010,Papua New Guinea,70.0,2.5
1682,1526,Nibble,U.S.A.,2015,Patanemo,72.0,2.25
1683,1526,Nibble,U.S.A.,2015,Elvesia P.,72.0,2.75
1684,1526,Nibble,U.S.A.,2015,"Ambanja, Sambirano Valley",72.0,3.0
1685,1526,Nibble,U.S.A.,2015,Tumbes,72.0,3.0
1686,2134,Nibble,U.S.A.,2018,Bahia,72.0,3.0
1687,1022,Night Owl,U.S.A.,2013,Peru,75.0,2.75
1688,1022,Night Owl,U.S.A.,2013,Ecuador,75.0,3.5
1689,2398,Nikoa,Ecuador,2019,"Los Rios, Dec. 2018 H., Batch 2",72.0,3.75
1690,2142,Nina,Peru,2018,Chazuta,70.0,3.0
1691,2162,Ninth (9th) & Larkin,U.S.A.,2018,"Ben Tre, batch VNBT186",72.0,2.75
1692,2158,Ninth (9th) & Larkin,U.S.A.,2018,"Kokoa Kamili, Kilobmbero batch TK186",72.0,3.0
1693,2174,Ninth (9th) & Larkin,U.S.A.,2018,Oko Caribe,72.0,3.0
1694,2282,Ninth (9th) & Larkin,U.S.A.,2019,"Matasawalevu, batch FJMA1",74.0,2.75
1695,2394,Ninth (9th) & Larkin,U.S.A.,2019,"Sierra Nevada, batch CSN192",72.0,3.25
1696,1295,Noble Bean aka Jerjobo,U.S.A.,2014,Ghana,75.0,3.0
1697,1299,Noble Bean aka Jerjobo,U.S.A.,2014,Moho Valley,75.0,3.0
1698,1299,Noble Bean aka Jerjobo,U.S.A.,2014,Maranon Canyon,75.0,3.25
1699,837,Noir d' Ebine,U.S.A.,2012,Venezuela,70.0,3.0
1700,841,Noir d' Ebine,U.S.A.,2012,Ecuador,70.0,3.0
1701,935,Nova Monda,Nicaragua,2012,"La Dalia, Matagalpa,cacao Bisesto,green label",75.0,2.75
1702,931,Nova Monda,Nicaragua,2012,"La Patriota, cacao Indio, purple label",70.0,3.0
1703,935,Nova Monda,Nicaragua,2012,"Punta Galera, cacao Nacional, gold label",80.0,3.25
1704,1458,Nuance,U.S.A.,2015,"Ecuador, 2013",70.0,2.75
1705,1458,Nuance,U.S.A.,2015,"Canoabo, 2013, batch 2642",70.0,3.0
1706,1458,Nuance,U.S.A.,2015,"Sambirano Valley, 2012, batch 3062",70.0,3.5
1707,1454,Nuance,U.S.A.,2015,"Ghana, 2013, batch 3581",70.0,3.75
1708,1470,Nuance,U.S.A.,2015,La Red,70.0,3.75
